id, year, month, year_month, scotland, temperature, spawn, eat, left, died, done
000,2002,07,2002-07,   2352, 13.967, 20528,0,  76324,      0,  5400
001,2002,08,2002-08,   4684, 14.816, 20937,0,  97261,      0,  5008
002,2002,09,2002-09,   7183, 14.507, 20746,0, 117075,    932,  4890
003,2002,10,2002-10,  10024, 12.803, 18355,0, 120550,  14880,  6948
004,2002,11,2002-11,  14356, 13.472, 14757,0, 111689,  23618,  5768
005,2002,12,2002-12,  17124, 12.815, 11180,0,  95994,  26875,  4137
006,2003,01,2003-01,  11357, 12.309,  9999,  12044,  83821,  10128,  3781
007,2003,02,2003-02,   7076, 11.374,  7101,  11764,  64039,  15119,  2787
008,2003,03,2003-03,   5573, 11.054,  6005,   9267,  60183,    594,  2491
009,2003,04,2003-04,   2206, 10.392,  4773,   7123,  52944,   4889,  3452
010,2003,05,2003-05,   1875, 11.096,  4103,0,  55322,   1725,  3796
011,2003,06,2003-06,   3934, 12.203,  3818,0,  54270,   4870,  3286
012,2003,07,2003-07,   8563, 14.437,  3797,0,  56895,   1172,  3324
013,2003,08,2003-08,   9229, 14.923,  3626,0,  57526,   2995,  2457
014,2003,09,2003-09,   9593, 14.757,  3442,0,  57577,   3391,  2234
015,2003,10,2003-10,   8534, 14.301,  3267,0,  57074,   3770,  2530
016,2003,11,2003-11,  10240, 13.146,  2989,0,  56317,   3746,  2140
017,2003,12,2003-12,   7107, 13.078,  2790,0,  54825,   4282,  2293
018,2004,01,2004-01,   7242, 12.115,  2279,   7979,  39282,   9843,  1689
019,2004,02,2004-02,   2279, 11.743,  1714,   5661,  31580,   3755,  1772
020,2004,03,2004-03,   1766, 10.897,  1483,   3828,  28733,    502,  1417
021,2004,04,2004-04,    544, 11.037,  1270,   3302,  25929,    772,  1998
022,2004,05,2004-05,    846, 11.034,  1115,0,  27012,     32,  1723
023,2004,06,2004-06,   1303, 12.089,  1107,0,  28119,      0,  3274
024,2004,07,2004-07,   3599, 14.228,  1119,0,  27652,   1586,  1914
025,2004,08,2004-08,   4234, 15.060,  1114,0,  28313,    453,  1236
026,2004,09,2004-09,   4555, 14.596,  1034,0,  27407,   1940,  1553
027,2004,10,2004-10,   5758, 13.760,  1029,0,  28436,      0,  1113
028,2004,11,2004-11,   5865, 13.685,  1015,0,  29338,    113,   965
029,2004,12,2004-12,   6003, 13.437,  1012,0,  29438,    912,   885
030,2005,01,2005-01,   2036, 12.492,   851,   3710,  22496,   4083,   842
031,2005,02,2005-02,   1607, 10.936,   764,   3230,  20030,      0,   763
032,2005,03,2005-03,    344, 10.934,   631,   2772,  17889,      0,   679
033,2005,04,2005-04,    152, 10.597,   570,   2550,  15909,      0,   676
034,2005,05,2005-05,    134, 11.169,   477,0,  16386,      0,   615
035,2005,06,2005-06,    392, 12.155,   468,0,  16854,      0,   561
