id, year, month, year_month, scotland, temperature, spawn, eat, left, died, done
000,2002,07,2002-07,   2803, 13.967, 20532,0,  76199,      0,  4100
001,2002,08,2002-08,   3776, 14.816, 20809,0,  97008,      0,  5006
002,2002,09,2002-09,   7431, 14.507, 20720,0, 116002,   1726,  5959
003,2002,10,2002-10,   8697, 12.803, 18080,0, 119829,  14253,  4484
004,2002,11,2002-11,   9483, 13.472, 14811,0, 111239,  23401,  4352
005,2002,12,2002-12,   3171, 12.815, 11454,0,  96876,  25817,  5031
006,2003,01,2003-01,   8821, 12.309, 10119,  14763,  81710,  10522,  2846
007,2003,02,2003-02,   9135, 11.374,  7072,  10834,  64956,  12992,  2286
008,2003,03,2003-03,   6867, 11.054,  6281,  10141,  60364,    732,  2302
009,2003,04,2003-04,   7098, 10.392,  4958,   8942,  52378,   4002,  2246
010,2003,05,2003-05,   2324, 11.096,  4139,0,  55289,   1228,  1648
011,2003,06,2003-06,   2799, 12.203,  3803,0,  53813,   5279,  1659
012,2003,07,2003-07,   2208, 14.437,  3837,0,  57146,    504,  1721
013,2003,08,2003-08,   6668, 14.923,  3646,0,  57835,   2957,  1580
014,2003,09,2003-09,   9912, 14.757,  3369,0,  57461,   3743,  1503
015,2003,10,2003-10,   8035, 14.301,  3116,0,  55701,   4876,  1428
016,2003,11,2003-11,   5476, 13.146,  2987,0,  55140,   3548,  1333
017,2003,12,2003-12,   2296, 13.078,  2687,0,  53109,   4718,  1299
018,2004,01,2004-01,   2141, 12.115,  2158,   7311,  38622,   9334,  1053
019,2004,02,2004-02,   1482, 11.743,  1700,   5245,  31173,   3904,   952
020,2004,03,2004-03,   1370, 10.897,  1508,   3659,  28485,    537,   985
021,2004,04,2004-04,   1216, 11.037,  1286,   3525,  25686,    560,   898
022,2004,05,2004-05,    850, 11.034,  1078,0,  26478,    286,   880
023,2004,06,2004-06,    887, 12.089,  1108,0,  27522,     64,   754
024,2004,07,2004-07,    388, 14.228,  1047,0,  26655,   1914,   697
025,2004,08,2004-08,   1975, 15.060,  1070,0,  27725,      0,   827
026,2004,09,2004-09,   3280, 14.596,  1042,0,  26895,   1872,   786
027,2004,10,2004-10,   2164, 13.760,  1010,0,  27858,     47,   741
028,2004,11,2004-11,   1226, 13.685,   988,0,  28655,    191,   692
029,2004,12,2004-12,    802, 13.437,   957,0,  28478,   1134,   686
030,2005,01,2005-01,     81, 12.492,   879,   3876,  22313,   3168,   758
031,2005,02,2005-02,    175, 10.936,   728,   2319,  20521,    201,   647
032,2005,03,2005-03,    131, 10.934,   670,   2688,  18503,      0,   556
033,2005,04,2005-04,    170, 10.597,   572,   2099,  16889,     87,   486
034,2005,05,2005-05,    123, 11.169,   535,0,  17424,      0,   459
035,2005,06,2005-06,    121, 12.155,   515,0,  17937,      2,   577
036,2005,07,2005-07,     41, 14.320,   516,0,  18453,      0,   603
037,2005,08,2005-08,    834, 15.136,   501,0,  18954,      0,   668
038,2005,09,2005-09,   2553, 14.997,   538,0,  19489,      3,   568
039,2005,10,2005-10,   1884, 14.142,   528,0,  20017,      0,   623
040,2005,11,2005-11,   1078, 13.522,   575,0,  20592,      0,   587
041,2005,12,2005-12,    356, 13.274,   498,0,  20412,    678,   589
042,2006,01,2006-01,     26, 11.915,   540,   3108,  17844,      0,   510
043,2006,02,2006-02,     43, 11.411,   460,   2231,  16073,      0,   569
044,2006,03,2006-03,     95, 11.527,   386,   2309,  14150,      0,   481
045,2006,04,2006-04,     99, 10.317,   346,   1456,  13040,      0,   410
046,2006,05,2006-05,     90, 11.121,   325,0,  13365,      0,   353
047,2006,06,2006-06,     93, 12.097,   298,0,  13663,      0,   452
048,2006,07,2006-07,     86, 14.309,   418,0,  14081,      0,   423
049,2006,08,2006-08,    584, 15.085,   558,0,  14639,      0,   579
050,2006,09,2006-09,   1592, 14.829,   693,0,  15332,      0,   680
051,2006,10,2006-10,   1296, 14.211,   820,0,  16152,      0,   539
052,2006,11,2006-11,   1531, 13.664,   945,0,  17097,      0,   425
053,2006,12,2006-12,     67, 13.536,  1081,0,  18178,      0,   523
054,2007,01,2007-01,    149, 12.264,  1179,   2454,  16865,     38,   624
055,2007,02,2007-02,     46, 11.486,   982,   2163,  13776,   1908,   415
056,2007,03,2007-03,     44, 10.976,   955,   2072,  12659,      0,   396
057,2007,04,2007-04,     30, 10.742,   874,   1554,  11979,      0,   366
058,2007,05,2007-05,     32, 11.337,   838,0,  12817,      0,   344
059,2007,06,2007-06,     22, 12.075,   880,0,  13566,    131,   414
060,2007,07,2007-07,     33, 13.888,   938,0,  14504,      0,   372
061,2007,08,2007-08,    425, 14.979,  1031,0,  15485,     50,   407
062,2007,09,2007-09,   1328, 14.760,  1058,0,  16372,    171,   495
063,2007,10,2007-10,    658, 13.887,  1095,0,  17467,      0,   651
064,2007,11,2007-11,    589, 13.796,  1164,0,  18631,      0,   494
