id, year, month, year_month, scotland, temperature, spawn, eat, left, died, done
000,2002,07,2002-07,   2430, 13.967, 20512,0,  76405,      0,  2062
001,2002,08,2002-08,   4521, 14.816, 21016,0,  97421,      0,  2664
002,2002,09,2002-09,   7107, 14.507, 20715,0, 117228,    908,  3176
003,2002,10,2002-10,   9984, 12.803, 20287,0, 133791,   3724,  3503
004,2002,11,2002-11,  14800, 13.472, 18250,0, 138700,  13341,  3615
005,2002,12,2002-12,  18037, 12.815, 15491,0, 131931,  22260,  3304
006,2003,01,2003-01,  16774, 12.309, 14949,  15967, 125192,   5721,  3427
007,2003,02,2003-02,  10778, 11.374, 11455,  15730, 104950,  15967,  3087
008,2003,03,2003-03,  12084, 11.054,  9964,  13242, 100542,   1130,  2932
009,2003,04,2003-04,   3591, 10.392,  7695,  12748,  83929,  11560,  2664
010,2003,05,2003-05,   4059, 11.096,  6789,0,  88766,   1952,  2385
011,2003,06,2003-06,   5749, 12.203,  6279,0,  87346,   7699,  2402
012,2003,07,2003-07,  10979, 14.437,  6055,0,  89438,   3963,  2353
013,2003,08,2003-08,  13278, 14.923,  5788,0,  89905,   5321,  2389
014,2003,09,2003-09,  13639, 14.757,  5648,0,  93655,   1898,  2373
015,2003,10,2003-10,  14924, 14.301,  5085,0,  88833,   9907,  2267
016,2003,11,2003-11,  17975, 13.146,  4656,0,  85890,   7599,  2053
017,2003,12,2003-12,  10134, 13.078,  4365,0,  83494,   6761,  2099
018,2004,01,2004-01,  10937, 12.115,  3923,   8830,  70302,   8285,  2036
019,2004,02,2004-02,   4979, 11.743,  3096,   8333,  58975,   6090,  1678
020,2004,03,2004-03,   3862, 10.897,  2834,   7098,  54564,    147,  1550
021,2004,04,2004-04,   1616, 11.037,  2442,   6078,  50894,     34,  1540
022,2004,05,2004-05,   1959, 11.034,  2238,0,  52705,    427,  1340
023,2004,06,2004-06,   2682, 12.089,  2075,0,  51333,   3447,  1281
024,2004,07,2004-07,   5328, 14.228,  1842,0,  46380,   6795,  1186
025,2004,08,2004-08,   5813, 15.060,  1803,0,  46811,   1372,  1221
026,2004,09,2004-09,   5908, 14.596,  1799,0,  47185,   1425,  1163
027,2004,10,2004-10,   6938, 13.760,  1807,0,  48991,      1,  1176
028,2004,11,2004-11,   7306, 13.685,  1772,0,  49681,   1082,  1226
029,2004,12,2004-12,   6973, 13.437,  1649,0,  47631,   3699,  1181
030,2005,01,2005-01,   3641, 12.492,  1605,   7051,  41122,   1063,  1843
031,2005,02,2005-02,   2938, 10.936,  1342,   5977,  35708,    779,  1359
032,2005,03,2005-03,    791, 10.934,  1182,   4867,  32021,      2,   993
033,2005,04,2005-04,    477, 10.597,   956,   3368,  29214,    395,   981
034,2005,05,2005-05,    341, 11.169,   881,0,  30095,      0,   896
035,2005,06,2005-06,   1198, 12.155,   895,0,  30410,    580,   880
036,2005,07,2005-07,   3355, 14.320,   864,0,  31121,    153,   838
037,2005,08,2005-08,   4433, 15.136,   873,0,  31994,      0,   827
038,2005,09,2005-09,   4356, 14.997,   907,0,  32901,      0,   814
039,2005,10,2005-10,   4480, 14.142,   862,0,  33763,      0,   842
040,2005,11,2005-11,   4967, 13.522,   910,0,  34673,      0,   779
041,2005,12,2005-12,   5213, 13.274,   850,0,  33713,   1810,   790
042,2006,01,2006-01,   3529, 11.915,   855,   5034,  29534,      0,   834
043,2006,02,2006-02,   1787, 11.411,   707,   3851,  26388,      2,   739
044,2006,03,2006-03,    601, 11.527,   679,   2727,  24340,      0,   676
045,2006,04,2006-04,    154, 10.317,   581,   3617,  21304,      0,   595
046,2006,05,2006-05,    124, 11.121,   487,0,  21735,     56,   498
047,2006,06,2006-06,    997, 12.097,   498,0,  22233,      0,   459
048,2006,07,2006-07,   2887, 14.309,   680,0,  22913,      0,   483
049,2006,08,2006-08,   3355, 15.085,   860,0,  23773,      0,   509
050,2006,09,2006-09,   3251, 14.829,  1123,0,  24896,      0,   527
051,2006,10,2006-10,   3636, 14.211,  1308,0,  26204,      0,   526
052,2006,11,2006-11,   5096, 13.664,  1462,0,  27666,      0,   540
053,2006,12,2006-12,   5407, 13.536,  1654,0,  29317,      3,   542
054,2007,01,2007-01,   4710, 12.264,  1874,   4505,  26686,      0,   586
055,2007,02,2007-02,    720, 11.486,  1731,   4104,  23681,    632,   541
056,2007,03,2007-03,    438, 10.976,  1602,   3520,  21763,      0,   528
057,2007,04,2007-04,    164, 10.742,  1503,   2329,  20934,      3,   450
058,2007,05,2007-05,    520, 11.337,  1398,0,  22332,      0,   448
059,2007,06,2007-06,    579, 12.075,  1553,0,  23870,     15,   465
060,2007,07,2007-07,   2213, 13.888,  1607,0,  24792,    685,   482
061,2007,08,2007-08,   3166, 14.979,  1693,0,  25850,    635,   557
062,2007,09,2007-09,   3366, 14.760,  1758,0,  27555,     53,   564
063,2007,10,2007-10,   3818, 13.887,  1912,0,  29467,      0,   550
064,2007,11,2007-11,   4095, 13.796,  2026,0,  31487,      6,   560
065,2007,12,2007-12,   4343, 13.762,  2172,0,  33655,      4,   581
066,2008,01,2008-01,   3366, 12.357,  2293,   5163,  30749,     36,   678
067,2008,02,2008-02,    859, 11.288,  1948,   3953,  28744,      0,   733
068,2008,03,2008-03,    294, 11.491,  1811,   3445,  27023,     87,   700
069,2008,04,2008-04,     83, 10.775,  1725,   3969,  24688,     91,   657
070,2008,05,2008-05,     40, 11.482,  1509,0,  25638,    559,   581
071,2008,06,2008-06,    574, 11.971,  1539,0,  27152,     25,   614
072,2008,07,2008-07,   3202, 14.353,  1587,0,  28739,      0,   666
073,2008,08,2008-08,   4199, 14.930,  1686,0,  30425,      0,   707
074,2008,09,2008-09,   5528, 14.450,  1712,0,  32137,      0,   740
075,2008,10,2008-10,   6012, 13.828,  1792,0,  33657,    272,   712
076,2008,11,2008-11,   6069, 13.862,  1841,0,  35496,      2,   734
077,2008,12,2008-12,   5468, 13.366,  1832,0,  35342,   1986,   756
078,2009,01,2009-01,   2389, 11.921,  1814,   5465,  30220,   1471,   770
079,2009,02,2009-02,   1178, 11.559,  1537,   3718,  26433,   1606,   684
080,2009,03,2009-03,    251, 11.473,  1363,   2907,  24889,      0,   634
081,2009,04,2009-04,     67, 11.120,  1220,   3643,  22416,     50,   590
082,2009,05,2009-05,    153, 11.142,  1142,0,  23558,      0,   460
083,2009,06,2009-06,    188, 11.829,  1150,0,  24437,    271,   465
084,2009,07,2009-07,   1383, 14.012,  1134,0,  25535,     36,   486
085,2009,08,2009-08,   2682, 15.400,  1246,0,  26601,    180,   510
086,2009,09,2009-09,   3932, 14.540,  1269,0,  27810,     60,   530
087,2009,10,2009-10,   4158, 14.145,  1296,0,  29098,      8,   551
088,2009,11,2009-11,   5179, 13.443,  1302,0,  30400,      0,   543
089,2009,12,2009-12,   4802, 12.924,  1316,0,  31482,    234,   540
090,2010,01,2010-01,   3375, 11.710,  1318,   4634,  27636,    530,   568
091,2010,02,2010-02,    583, 11.254,  1189,   4295,  24523,      7,   626
092,2010,03,2010-03,    321, 11.505,  1063,   3403,  22183,      0,   585
093,2010,04,2010-04,     63, 10.703,   904,   3226,  18700,   1161,   498
094,2010,05,2010-05,     78, 11.076,   740,0,  19440,      0,   439
095,2010,06,2010-06,    434, 11.663,   754,0,  20194,      0,   470
096,2010,07,2010-07,   1683, 14.453,   764,0,  20958,      0,   499
097,2010,08,2010-08,   2404, 15.062,   849,0,  21803,      4,   531
098,2010,09,2010-09,   2651, 14.714,   869,0,  22519,    153,   533
099,2010,10,2010-10,   2866, 13.488,   944,0,  23463,      0,   536
100,2010,11,2010-11,   4230, 13.042,   966,0,  24429,      0,   523
101,2010,12,2010-12,   2887, 12.462,   962,0,  24521,    870,   538
102,2011,01,2011-01,   1553, 11.846,  1040,   2678,  22883,      0,   568
103,2011,02,2011-02,    171, 11.390,   965,   2614,  20267,    967,   542
104,2011,03,2011-03,     25, 11.090,   887,   2862,  18292,      0,   459
105,2011,04,2011-04,      8, 10.803,   855,   2051,  17096,      0,   423
106,2011,05,2011-05,    144, 11.326,   797,0,  17893,      0,   413
107,2011,06,2011-06,    821, 11.358,   833,0,  18726,      0,   437
108,2011,07,2011-07,   1837, 14.707,   926,0,  19652,      0,   460
109,2011,08,2011-08,   2720, 14.824,   983,0,  20635,      0,   510
110,2011,09,2011-09,   3473, 14.442,  1005,0,  21640,      0,   515
111,2011,10,2011-10,   4068, 13.840,  1119,0,  22759,      0,   495
112,2011,11,2011-11,   4358, 12.889,  1209,0,  23968,      0,   525
113,2011,12,2011-12,   4243, 13.548,  1271,0,  25155,     84,   547
114,2012,01,2012-01,   3556, 12.133,  1326,   3036,  23445,      0,   573
115,2012,02,2012-02,    425, 11.403,  1230,   3625,  21050,      0,   556
116,2012,03,2012-03,    147, 11.139,  1105,   3042,  19113,      0,   497
117,2012,04,2012-04,     71, 11.034,  1051,   2629,  17535,      0,   461
118,2012,05,2012-05,      7, 11.014,   919,0,  18454,      0,   448
119,2012,06,2012-06,    145, 11.887,   981,0,  19435,      0,   450
120,2012,07,2012-07,   2476, 14.541,  1086,0,  20521,      0,   477
121,2012,08,2012-08,   3691, 14.771,  1112,0,  21084,    549,   472
122,2012,09,2012-09,   4034, 14.612,  1190,0,  22274,      0,   508
123,2012,10,2012-10,   4828, 13.551,  1185,0,  23459,      0,   528
124,2012,11,2012-11,   5632, 13.552,  1261,0,  24720,      0,   539
125,2012,12,2012-12,   5010, 13.134,  1336,0,  25563,    493,   538
126,2013,01,2013-01,   1190, 11.930,  1369,   2905,  24027,      0,   560
127,2013,02,2013-02,    334, 11.439,  1292,   3143,  21640,    536,   537
128,2013,03,2013-03,     55, 11.275,  1203,   3151,  19692,      0,   506
129,2013,04,2013-04,     18, 10.633,  1087,   2433,  18336,     10,   462
130,2013,05,2013-05,      8, 11.289,  1006,0,  19342,      0,   443
131,2013,06,2013-06,     25, 11.941,  1047,0,  20389,      0,   454
132,2013,07,2013-07,   1647, 13.804,  1072,0,  21411,     50,   502
133,2013,08,2013-08,   2282, 14.769,  1042,0,  20264,   2189,   502
134,2013,09,2013-09,   2617, 14.443,  1017,0,  21281,      0,   522
135,2013,10,2013-10,   2926, 14.107,  1122,0,  22403,      0,   526
136,2013,11,2013-11,   3854, 13.716,  1143,0,  23546,      0,   529
137,2013,12,2013-12,   4047, 13.629,  1258,0,  24804,      0,   511
138,2014,01,2014-01,   1017, 12.255,  1294,   3704,  22394,      0,   560
139,2014,02,2014-02,   1100, 11.556,  1091,   2389,  21096,      0,   530
140,2014,03,2014-03,     93, 11.041,  1036,   2926,  19206,      0,   503
141,2014,04,2014-04,     55, 10.772,   883,   2083,  18006,      0,   438
142,2014,05,2014-05,     66, 11.170,   860,0,  18866,      0,   423
143,2014,06,2014-06,    879, 12.458,   906,0,  19772,      0,   424
144,2014,07,2014-07,   2332, 14.514,   985,0,  20757,      0,   458
145,2014,08,2014-08,   2833, 14.905,   987,0,  21364,    380,   479
146,2014,09,2014-09,   3264, 15.011,   984,0,  22339,      9,   503
147,2014,10,2014-10,   3010, 13.780,  1032,0,  23170,    201,   516
148,2014,11,2014-11,   5108, 13.568,  1080,0,  24217,     33,   510
149,2014,12,2014-12,   4974, 13.435,  1078,0,  25295,      0,   554
150,2015,01,2015-01,   4523, 12.260,  1147,   2998,  23444,      0,   559
151,2015,02,2015-02,    666, 11.828,  1092,   3270,  21266,      0,   540
152,2015,03,2015-03,    482, 11.086,   961,   3314,  18913,      0,   471
153,2015,04,2015-04,     74, 10.418,   866,   2565,  17214,      0,   453
154,2015,05,2015-05,    135, 11.084,   812,0,  18026,      0,   406
155,2015,06,2015-06,    829, 11.558,   860,0,  18886,      0,   434
156,2015,07,2015-07,   1542, 13.883,   864,0,  19595,    155,   438
157,2015,08,2015-08,   2975, 14.983,   927,0,  20497,     25,   463
158,2015,09,2015-09,   4593, 14.399,   974,0,  21471,      0,   487
159,2015,10,2015-10,   4441, 13.470,  1051,0,  22522,      0,   505
160,2015,11,2015-11,   6293, 13.463,  1151,0,  23673,      0,   499
161,2015,12,2015-12,   5386, 13.639,  1131,0,  24786,     18,   514
162,2016,01,2016-01,   2773, 12.304,  1260,   2687,  23359,      0,   546
163,2016,02,2016-02,   1971, 11.089,  1160,   3014,  21498,      7,   528
164,2016,03,2016-03,    207, 9.496 , 1063 ,  3218 , 19343 ,     0 ,  519m
165,2016,04,2016-04,     89, 9.294 ,  923 ,  2311 , 17955 ,     0 ,  447m
166,2016,05,2016-05,     20, 9.891 ,  892 ,0, 18847 ,     0 ,  399m
167,2016,06,2016-06,    720, 11.309,   924,0,  19771,      0,   436
168,2016,07,2016-07,   2985, 13.456,   975,0,  20743,      3,   452
169,2016,08,2016-08,   3375, 14.454,  1018,0,  21653,    108,   515
170,2016,09,2016-09,   3527, 13.926,  1103,0,  22569,    187,   497
171,2016,10,2016-10,   4096, 12.653,  1126,0,  23695,      0,   667
172,2016,11,2016-11,   4501, 12.232,  1174,0,  24869,      0,   649
173,2016,12,2016-12,   4367, 12.062,  1299,0,  26168,      0,   626
174,2017,01,2017-01,   2819, 10.739,  1351,   3406,  24113,      0,   629
175,2017,02,2017-02,    924, 9.490 , 1237 ,  3550 , 21800 ,     0 ,  536m
176,2017,03,2017-03,     65, 9.267 , 1125 ,  2707 , 20218 ,     0 ,  516m
177,2017,04,2017-04,     12, 10.395,  1070,   2973,  18128,    187,   476
178,2017,05,2017-05,     60, 11.208,   944,0,  18453,    619,   404
179,2017,06,2017-06,    818, 11.882,  1006,0,  19459,      0,   432
180,2017,07,2017-07,   4085, 13.700,  1031,0,  20271,    219,   442
181,2017,08,2017-08,   4629, 14.717,  1109,0,  21296,     84,   480
182,2017,09,2017-09,   4947, 14.294,  1171,0,  22467,      0,   498
183,2017,10,2017-10,   5503, 13.250,  1183,0,  23650,      0,   524
184,2017,11,2017-11,   6087, 13.189,  1229,0,  24879,      0,   528
185,2017,12,2017-12,   6004, 13.126,  1235,0,  26114,      0,   557
186,2018,01,2018-01,   3694, 12.083,  1350,   3062,  24402,      0,   583
187,2018,02,2018-02,   2064, 11.028,  1301,   3417,  22286,      0,   571
188,2018,03,2018-03,    352, 11.145,  1170,   2499,  20957,      0,   536
189,2018,04,2018-04,     34, 10.699,  1078,   2353,  19682,      0,   491
190,2018,05,2018-05,     78, 11.256,  1060,0,  20742,      0,   457
191,2018,06,2018-06,    429, 11.970,  1055,0,  21762,     35,   482
192,2018,07,2018-07,    852, 14.096,  1102,0,  22668,    196,   494
193,2018,08,2018-08,   1327, 15.058,  1164,0,  23827,      5,   538
194,2018,09,2018-09,   1518, 14.351,  1106,0,  23282,   1651,   534
195,2018,10,2018-10,   2359, 13.146,  1176,0,  24458,      0,   527
196,2018,11,2018-11,   3047, 12.791,  1213,0,  25575,     96,   539
197,2018,12,2018-12,   2859, 12.939,  1306,0,  26881,      0,   566
198,2019,01,2019-01,   1738, 11.788,  1352,   4087,  23957,    189,   593
199,2019,02,2019-02,    332, 11.208,  1215,   3517,  21655,      0,   550
200,2019,03,2019-03,    125, 11.365,  1082,   2733,  20004,      0,   499
201,2019,04,2019-04,     29, 10.418,   983,   2613,  18374,      0,   459
202,2019,05,2019-05,     52, 11.041,   881,0,  19137,    118,   426
203,2019,06,2019-06,    414, 11.768,   912,0,  20049,      0,   450
204,2019,07,2019-07,   2211, 14.662,  1044,0,  21087,      6,   474
205,2019,08,2019-08,   2757, 15.508,  1062,0,  22135,     14,   514
206,2019,09,2019-09,   3888, 14.458,  1093,0,  23228,      0,   521
207,2019,10,2019-10,   3976, 13.101,  1105,0,  23844,    489,   512
208,2019,11,2019-11,   5319, 13.838,  1181,0,  25025,      0,   530
209,2019,12,2019-12,   4116, 13.763,  1179,0,  26204,      0,   546
210,2020,01,2020-01,   1824, 12.557,  1253,   3649,  23808,      0,   570
211,2020,02,2020-02,    603, 11.785,  1173,   3212,  21769,      0,   533
212,2020,03,2020-03,     92, 11.250,  1065,   3195,  19639,      0,   486
213,2020,04,2020-04,     36, 11.208,   936,   2657,  17918,      0,   440
214,2020,05,2020-05,     50, 11.802,   860,0,  18656,    122,   399
215,2020,06,2020-06,    628, 12.933,   908,0,  19564,      0,   410
216,2020,07,2020-07,   4053, 14.853,   960,0,  20302,    222,   424
217,2020,08,2020-08,   4176, 15.394,   962,0,  21264,      0,   467
218,2020,09,2020-09,   4461, 15.035,  1054,0,  22318,      0,   486
219,2020,10,2020-10,   4679, 14.248,  1129,0,  23447,      0,   480
