id, year, month, year_month, scotland, temperature, spawn, eat, left, died, done
000,2002,07,2002-07,   2305, 13.967, 20635,0,  76278,      0,  3328
001,2002,08,2002-08,   4569, 14.816, 20826,0,  97103,      1,  7038
002,2002,09,2002-09,   6990, 14.507, 20589,0, 116629,   1063,  6692
003,2002,10,2002-10,   9822, 12.803, 18220,0, 120725,  14124,  4714
004,2002,11,2002-11,  14529, 13.472, 14638,0, 110855,  24508,  5385
005,2002,12,2002-12,  17071, 12.815, 11160,0,  94944,  27071,  5803
006,2003,01,2003-01,  11936, 12.309,  9902,  14796,  80805,   9245,  5905
007,2003,02,2003-02,   7893, 11.374,  7027,  10931,  64795,  12106,  4379
008,2003,03,2003-03,   6631, 11.054,  6308,   9699,  60908,    496,  4946
009,2003,04,2003-04,   2928, 10.392,  4916,   9255,  51875,   4694,  2845
010,2003,05,2003-05,   2263, 11.096,  4272,0,  55485,    662,  2419
011,2003,06,2003-06,   5170, 12.203,  3821,0,  53959,   5347,  1867
012,2003,07,2003-07,  10182, 14.437,  3853,0,  57478,    334,  1872
013,2003,08,2003-08,  11371, 14.923,  3555,0,  56727,   4306,  1864
014,2003,09,2003-09,   9547, 14.757,  3413,0,  57475,   2665,  1919
015,2003,10,2003-10,   8693, 14.301,  3295,0,  57259,   3511,  3882
016,2003,11,2003-11,  10760, 13.146,  3069,0,  56710,   3618,  2521
017,2003,12,2003-12,   7292, 13.078,  2835,0,  55039,   4506,  3358
018,2004,01,2004-01,   7115, 12.115,  2140,   7179,  39495,  10505,  2079
019,2004,02,2004-02,   2344, 11.743,  1731,   4821,  32592,   3813,  1372
020,2004,03,2004-03,   1890, 10.897,  1500,   3523,  29839,    730,  1557
021,2004,04,2004-04,    547, 11.037,  1343,   4604,  25384,   1194,  2047
022,2004,05,2004-05,    957, 11.034,  1132,0,  26471,     45,  1628
023,2004,06,2004-06,   1392, 12.089,  1134,0,  27586,     19,  1329
024,2004,07,2004-07,   3518, 14.228,  1012,0,  26278,   2320,  1106
025,2004,08,2004-08,   4035, 15.060,  1066,0,  27344,      0,  1347
026,2004,09,2004-09,   4272, 14.596,   950,0,  26247,   2047,  1235
027,2004,10,2004-10,   5410, 13.760,   979,0,  27222,      4,   933
028,2004,11,2004-11,   5534, 13.685,   970,0,  28006,    186,  1439
029,2004,12,2004-12,   5532, 13.437,   925,0,  28314,    617,  1071
030,2005,01,2005-01,   1917, 12.492,   810,   3620,  22207,   3297,  1196
031,2005,02,2005-02,   1503, 10.936,   698,   3223,  19629,     53,   856
032,2005,03,2005-03,    360, 10.934,   639,   2188,  18080,      0,   637
033,2005,04,2005-04,    146, 10.597,   549,   2666,  15963,      0,   600
034,2005,05,2005-05,    130, 11.169,   482,0,  16445,      0,   649
035,2005,06,2005-06,    356, 12.155,   446,0,  16891,      0,   663
036,2005,07,2005-07,   2238, 14.320,   466,0,  17357,      0,   690
037,2005,08,2005-08,   2549, 15.136,   491,0,  17848,      0,   814
038,2005,09,2005-09,   2570, 14.997,   479,0,  18135,    192,   681
039,2005,10,2005-10,   2766, 14.142,   470,0,  18605,      0,   666
040,2005,11,2005-11,   2829, 13.522,   478,0,  19083,      0,   708
041,2005,12,2005-12,   2729, 13.274,   462,0,  18925,    620,   618
042,2006,01,2006-01,   1539, 11.915,   467,   2697,  16695,      0,   637
043,2006,02,2006-02,    660, 11.411,   415,   2217,  14893,      0,   594
044,2006,03,2006-03,    175, 11.527,   368,   1892,  13369,      0,   532
045,2006,04,2006-04,     33, 10.317,   321,   1617,  12073,      0,   626
046,2006,05,2006-05,      5, 11.121,   261,0,  12334,      0,   454
047,2006,06,2006-06,    349, 12.097,   272,0,  12606,      0,   418
048,2006,07,2006-07,   1666, 14.309,   383,0,  12989,      0,   447
049,2006,08,2006-08,   1809, 15.085,   504,0,  13493,      0,   482
050,2006,09,2006-09,   1857, 14.829,   630,0,  14123,      0,   581
051,2006,10,2006-10,   1947, 14.211,   740,0,  14863,      0,   594
052,2006,11,2006-11,   2652, 13.664,   837,0,  15700,      0,   572
053,2006,12,2006-12,   3250, 13.536,   959,0,  16659,      0,   564
054,2007,01,2007-01,   2573, 12.264,  1059,   2017,  15701,      0,   679
055,2007,02,2007-02,    204, 11.486,   886,   2348,  12761,   1478,   565
056,2007,03,2007-03,    151, 10.976,   884,   1471,  12174,      0,   501
057,2007,04,2007-04,     60, 10.742,   845,   1939,  11080,      0,   531
058,2007,05,2007-05,    152, 11.337,   808,0,  11888,      0,   517
059,2007,06,2007-06,    241, 12.075,   824,0,  12712,      0,   542
060,2007,07,2007-07,   1035, 13.888,   873,0,  13585,      0,   547
061,2007,08,2007-08,   1710, 14.979,   940,0,  14494,     31,   477
062,2007,09,2007-09,   1798, 14.760,  1026,0,  15520,      0,   549
063,2007,10,2007-10,   1841, 13.887,  1047,0,  16567,      0,   545
064,2007,11,2007-11,   2471, 13.796,  1115,0,  17682,      0,   638
065,2007,12,2007-12,   2637, 13.762,  1189,0,  18870,      1,   526
066,2008,01,2008-01,   1861, 12.357,  1233,   2472,  17631,      0,   567
067,2008,02,2008-02,    527, 11.288,  1141,   2297,  16475,      0,   611
068,2008,03,2008-03,    154, 11.491,  1024,   2359,  14927,    213,   622
069,2008,04,2008-04,     30, 10.775,   967,   1922,  13972,      0,   509
070,2008,05,2008-05,     15, 11.482,   853,0,  14765,     60,   561
071,2008,06,2008-06,    148, 11.971,   896,0,  15661,      0,   606
072,2008,07,2008-07,   2036, 14.353,   862,0,  15822,    701,   675
073,2008,08,2008-08,   2618, 14.930,   901,0,  16723,      0,   725
074,2008,09,2008-09,   3236, 14.450,  1003,0,  17726,      0,   710
075,2008,10,2008-10,   3547, 13.828,  1050,0,  18776,      0,   714
076,2008,11,2008-11,   3748, 13.862,  1042,0,  19818,      0,   678
077,2008,12,2008-12,   3483, 13.366,   946,0,  18421,   2343,   567
078,2009,01,2009-01,    323, 11.921,   933,   2539,  15601,   1214,   540
079,2009,02,2009-02,    123, 11.559,   741,   1754,  13109,   1479,   512
080,2009,03,2009-03,     20, 11.473,   652,   1900,  11861,      0,   462
081,2009,04,2009-04,      6, 11.120,   615,   1769,  10707,      0,   470
082,2009,05,2009-05,     23, 11.142,   518,0,  11225,      0,   487
083,2009,06,2009-06,     18, 11.829,   518,0,  11743,      0,   547
084,2009,07,2009-07,    883, 14.012,   561,0,  12304,      0,   398
085,2009,08,2009-08,   1261, 15.400,   571,0,  12875,      0,   421
086,2009,09,2009-09,   2018, 14.540,   591,0,  13466,      0,   426
087,2009,10,2009-10,   2288, 14.145,   622,0,  14088,      0,   531
088,2009,11,2009-11,   2504, 13.443,   560,0,  14648,      0,   441
089,2009,12,2009-12,   2597, 12.924,   627,0,  15275,      0,   517
090,2010,01,2010-01,   1814, 11.710,   603,   1778,  13749,    351,   534
091,2010,02,2010-02,    187, 11.254,   576,   1744,  12581,      0,   510
092,2010,03,2010-03,     81, 11.505,   505,   1320,  11766,      0,   444
093,2010,04,2010-04,     20, 10.703,   483,   1279,  10782,    188,   529
094,2010,05,2010-05,     12, 11.076,   450,0,  11232,      0,   452
095,2010,06,2010-06,    124, 11.663,   416,0,  11294,    354,   467
096,2010,07,2010-07,   1119, 14.453,   438,0,  11732,      0,   421
097,2010,08,2010-08,   1284, 15.062,   467,0,  12199,      0,   509
098,2010,09,2010-09,   1391, 14.714,   488,0,  12687,      0,   448
099,2010,10,2010-10,   1445, 13.488,   480,0,  13167,      0,   464
100,2010,11,2010-11,   1624, 13.042,   547,0,  13714,      0,   435
101,2010,12,2010-12,   1446, 12.462,   571,0,  14285,      0,   433
102,2011,01,2011-01,    696, 11.846,   592,   2053,  12824,      0,   429
103,2011,02,2011-02,     29, 11.390,   489,   1441,  10773,   1099,   399
