id, year, month, year_month, scotland, temperature, spawn, eat, left, died, done
000,2002,07,2002-07,   2380, 13.967, 16902,0,  54962,   1568,  1323
001,2002,08,2002-08,   3320, 14.816, 16428,0,  69638,   1752,  1842
002,2002,09,2002-09,   3905, 14.507, 16293,0,  84772,   1159,  3272
003,2002,10,2002-10,   3975, 12.803, 16233,0, 100744,    261,  3341
004,2002,11,2002-11,   4371, 13.472, 16153,0, 116222,    675,  3186
005,2002,12,2002-12,   6847, 12.815, 14911,0, 120894,  10239,  3215
006,2003,01,2003-01,  11365, 12.309, 14682,  32902, 101421,   1253,  3681
007,2003,02,2003-02,  11940, 11.374, 11135,  18674,  93003,    879,  2506
008,2003,03,2003-03,  12627, 11.054,  9233,  16616,  85197,    423,  2095
009,2003,04,2003-04,  12444, 10.392,  7579,  25764,  65371,   1641,  2093
010,2003,05,2003-05,   9241, 11.096,  5550,0,  70800,    121,  1865
011,2003,06,2003-06,  10739, 12.203,  5511,0,  76209,    102,  2381
012,2003,07,2003-07,   8210, 14.437,  5456,0,  81179,    486,  1832
013,2003,08,2003-08,   7508, 14.923,  5415,0,  86267,    327,  2774
014,2003,09,2003-09,   4638, 14.757,  5516,0,  91723,     60,  2065
015,2003,10,2003-10,   2841, 14.301,  5544,0,  97241,     26,  2204
016,2003,11,2003-11,   2690, 13.146,  5552,0, 102701,     92,  3189
017,2003,12,2003-12,   7213, 13.078,  5377,0, 104936,   3142,  2159
018,2004,01,2004-01,  12872, 12.115,  5380,  26308,  83864,    144,  2134
019,2004,02,2004-02,  10705, 11.743,  4143,  24319,  63636,     52,  2352
020,2004,03,2004-03,  10382, 10.897,  3008,  14763,  51846,     35,  1926
021,2004,04,2004-04,   7660, 11.037,  2340,   6978,  47185,     23,  1245
022,2004,05,2004-05,   7521, 11.034,  2120,0,  49292,     13,  1282
023,2004,06,2004-06,   7048, 12.089,  2045,0,  51304,     33,  1107
024,2004,07,2004-07,   5162, 14.228,  2979,0,  54177,    106,  1413
025,2004,08,2004-08,   3604, 15.060,  3964,0,  57953,    188,  1734
026,2004,09,2004-09,   2822, 14.596,  4913,0,  62851,     15,  2575
027,2004,10,2004-10,   2240, 13.760,  5847,0,  68679,     19,  3256
028,2004,11,2004-11,   1949, 13.685,  6764,0,  75424,     19,  3733
029,2004,12,2004-12,   5947, 13.437,  7605,0,  82249,    780,  1811
030,2005,01,2005-01,   9471, 12.492,  8524,  21980,  68700,     93,  1664
031,2005,02,2005-02,  10015, 10.936,  7069,  14112,  61606,     51,  2006
032,2005,03,2005-03,   8498, 10.934,  6485,   9106,  58952,     33,  1937
033,2005,04,2005-04,   9493, 10.597,  6186,  18992,  46132,     14,  1518
034,2005,05,2005-05,   7169, 11.169,  4713,0,  50834,     11,  1123
035,2005,06,2005-06,   7637, 12.155,  5096,0,  55908,     22,  1322
036,2005,07,2005-07,   6598, 14.320,  5363,0,  61145,    126,  1871
037,2005,08,2005-08,   4306, 15.136,  5653,0,  66680,    118,  1782
038,2005,09,2005-09,   3184, 14.997,  6058,0,  72706,     32,  2048
039,2005,10,2005-10,   2372, 14.142,  6408,0,  79099,     15,  1814
040,2005,11,2005-11,   4117, 13.522,  6787,0,  85861,     25,  2116
041,2005,12,2005-12,   9033, 13.274,  7146,0,  92507,    500,  1860
042,2006,01,2006-01,  12464, 11.915,  7447,  23938,  75972,     44,  2012
043,2006,02,2006-02,  10825, 11.411,  6024,  21466,  60502,     28,  1967
044,2006,03,2006-03,   8739, 11.527,  4601,  16457,  48636,     10,  1739
045,2006,04,2006-04,   7343, 10.317,  3666,   5995,  46297,     10,  1528
