id, year, month, year_month, scotland, temperature, spawn, eat, left, died, done
000,2002,07,2002-07,   1826, 13.967, 12748,0,  41411,   8552,   994
001,2002,08,2002-08,   1770, 14.816, 11091,0,  47022,   5480,  1039
002,2002,09,2002-09,   1276, 14.507, 10189,0,  53478,   3733,  1061
003,2002,10,2002-10,    761, 12.803,  9570,0,  58717,   4331,  1517
004,2002,11,2002-11,    791, 13.472,  8793,0,  62270,   5240,  1180
005,2002,12,2002-12,   2476, 12.815,  7585,0,  61370,   8485,   872
006,2003,01,2003-01,   6447, 12.309,  7146,   9878,  55553,   3085,  1078
007,2003,02,2003-02,   7819, 11.374,  5760,   7005,  51319,   2989,  1151
008,2003,03,2003-03,   7373, 11.054,  4784,  14455,  39066,   2582,  1119
009,2003,04,2003-04,   6524, 10.392,  3339,   8452,  31612,   2341,   643
010,2003,05,2003-05,   5030, 11.096,  2559,0,  32687,   1484,   727
011,2003,06,2003-06,   6174, 12.203,  2404,0,  32770,   2321,   598
012,2003,07,2003-07,   3113, 14.437,  2121,0,  30814,   4077,   504
013,2003,08,2003-08,   2282, 14.923,  1905,0,  29521,   3198,   431
014,2003,09,2003-09,    380, 14.757,  1805,0,  29287,   2039,   484
015,2003,10,2003-10,     65, 14.301,  1686,0,  29133,   1840,   524
016,2003,11,2003-11,    226, 13.146,  1595,0,  28925,   1803,   600
017,2003,12,2003-12,   1438, 13.078,  1525,0,  28952,   1498,   571
018,2004,01,2004-01,   4086, 12.115,  1461,   8451,  20979,    983,   547
019,2004,02,2004-02,   3521, 11.743,  1016,   5695,  15846,    454,   341
020,2004,03,2004-03,   2686, 10.897,   751,   2508,  13705,    384,   242
021,2004,04,2004-04,   2498, 11.037,   617,   4064,  10061,    197,   219
022,2004,05,2004-05,   1764, 11.034,   414,0,  10268,    207,   177
023,2004,06,2004-06,   1614, 12.089,   427,0,  10124,    571,   168
024,2004,07,2004-07,    741, 14.228,   541,0,   9915,    750,   169
025,2004,08,2004-08,    211, 15.060,   696,0,   9908,    703,   164
026,2004,09,2004-09,     68, 14.596,   808,0,  10434,    282,   157
027,2004,10,2004-10,     29, 13.760,   896,0,  10802,    528,   167
028,2004,11,2004-11,     33, 13.685,  1013,0,  11413,    402,   169
029,2004,12,2004-12,    987, 13.437,  1120,0,  12298,    235,   178
030,2005,01,2005-01,   1889, 12.492,  1271,   1748,  11528,    293,   194
031,2005,02,2005-02,   2125, 10.936,  1126,   3235,   9183,    236,   180
032,2005,03,2005-03,   1471, 10.934,   909,   1592,   8339,    161,   146
033,2005,04,2005-04,   1618, 10.597,   826,   1052,   8011,    102,   147
034,2005,05,2005-05,   1541, 11.169,   788,0,   8627,    172,   134
035,2005,06,2005-06,   1413, 12.155,   805,0,   9084,    348,   144
036,2005,07,2005-07,    998, 14.320,   837,0,   9316,    605,   144
037,2005,08,2005-08,    291, 15.136,   852,0,   9657,    511,   151
038,2005,09,2005-09,     61, 14.997,   846,0,  10258,    245,   153
039,2005,10,2005-10,     30, 14.142,   855,0,  10564,    549,   160
040,2005,11,2005-11,    292, 13.522,   917,0,  11084,    397,   164
041,2005,12,2005-12,   1026, 13.274,   914,0,  11718,    280,   177
042,2006,01,2006-01,   2107, 11.915,   975,   2401,  10071,    221,   185
043,2006,02,2006-02,   1932, 11.411,   782,   1736,   8955,    162,   173
044,2006,03,2006-03,   1615, 11.527,   706,   2515,   7071,     75,   145
045,2006,04,2006-04,   1372, 10.317,   519,   2011,   5524,     55,   124
046,2006,05,2006-05,   1078, 11.121,   407,0,   5856,     75,   106
047,2006,06,2006-06,   1168, 12.097,   425,0,   6020,    261,   101
048,2006,07,2006-07,    585, 14.309,   406,0,   6018,    408,   111
049,2006,08,2006-08,    239, 15.085,   386,0,   6037,    367,   101
050,2006,09,2006-09,     49, 14.829,   409,0,   6268,    178,   134
051,2006,10,2006-10,     10, 14.211,   428,0,   6469,    227,   135
052,2006,11,2006-11,      2, 13.664,   469,0,   6658,    280,   113
053,2006,12,2006-12,    395, 13.536,   512,0,   6940,    230,   116
054,2007,01,2007-01,   1290, 12.264,   529,   1148,   6146,    175,   145
055,2007,02,2007-02,   1095, 11.486,   439,   1422,   5080,     83,   135
056,2007,03,2007-03,    937, 10.976,   375,    613,   4778,     64,   134
057,2007,04,2007-04,    947, 10.742,   384,   1348,   3754,     60,   101
058,2007,05,2007-05,    716, 11.337,   328,0,   4013,     69,    76
059,2007,06,2007-06,    665, 12.075,   300,0,   4126,    187,    97
060,2007,07,2007-07,    404, 13.888,   294,0,   3931,    489,    83
061,2007,08,2007-08,    138, 14.979,   312,0,   3937,    306,    79
062,2007,09,2007-09,     36, 14.760,   340,0,   4145,    132,    83
063,2007,10,2007-10,     97, 13.887,   336,0,   4376,    105,    86
064,2007,11,2007-11,    162, 13.796,   381,0,   4608,    149,    83
065,2007,12,2007-12,    640, 13.762,   397,0,   4901,    104,    82
066,2008,01,2008-01,   1507, 12.357,   401,   1351,   3891,     60,   102
067,2008,02,2008-02,   1098, 11.288,   337,    883,   3305,     40,   101
068,2008,03,2008-03,    912, 11.491,   279,    540,   3006,     38,   111
