id, year, month, year_month, scotland, temperature, spawn, eat, left, died, done
000,2002,07,2002-07,   2829, 13.967, 17791,0,  57937,    116,  3812
001,2002,08,2002-08,   4623, 14.816, 17474,0,  74269,   1142,  3880
002,2002,09,2002-09,   7516, 14.507, 16999,0,  89080,   2188,  2975
003,2002,10,2002-10,   6993, 12.803, 16970,0, 105109,    941,  4092
004,2002,11,2002-11,  13665, 13.472, 15498,0, 110706,   9901,  2426
005,2002,12,2002-12,  23747, 12.815, 13823,0, 112812,  11717,  2375
006,2003,01,2003-01,  26675, 12.309, 12547,  18274,  96779,  10306,  2862
007,2003,02,2003-02,  20215, 11.374,  9234,  20550,  75377,  10086,  2060
008,2003,03,2003-03,  11435, 11.054,  7362,  17427,  63059,   2253,  1715
009,2003,04,2003-04,   6299, 10.392,  5731,  17843,  50132,    815,  1448
010,2003,05,2003-05,   8187, 11.096,  4268,0,  54375,     25,  1295
011,2003,06,2003-06,  10715, 12.203,  4308,0,  58645,     38,  1796
012,2003,07,2003-07,  11624, 14.437,  4033,0,  58940,   3738,  1763
013,2003,08,2003-08,  10038, 14.923,  3878,0,  60430,   2388,  1816
014,2003,09,2003-09,   5900, 14.757,  3578,0,  59695,   4313,  1416
015,2003,10,2003-10,   3339, 14.301,  3646,0,  63241,    100,  1828
016,2003,11,2003-11,   8510, 13.146,  3447,0,  64377,   2311,  3102
017,2003,12,2003-12,   9387, 13.078,  3440,0,  65837,   1980,  3335
018,2004,01,2004-01,   9219, 12.115,  3322,   8387,  59842,    930,  2210
019,2004,02,2004-02,   7823, 11.743,  2815,  16798,  44342,   1517,  1479
020,2004,03,2004-03,   6157, 10.897,  2171,   5486,  41027,      0,  1253
021,2004,04,2004-04,   4157, 11.037,  1850,  11295,  31582,      0,   906
022,2004,05,2004-05,   4094, 11.034,  1389,0,  32971,      0,  1007
023,2004,06,2004-06,   5441, 12.089,  1395,0,  34364,      2,  1013
024,2004,07,2004-07,   6374, 14.228,  2032,0,  36382,     14,   707
025,2004,08,2004-08,   5105, 15.060,  2685,0,  39032,     35,   759
026,2004,09,2004-09,   3311, 14.596,  3244,0,  42276,      0,   831
027,2004,10,2004-10,   2597, 13.760,  3995,0,  46014,    257,   827
028,2004,11,2004-11,  10424, 13.685,  4392,0,  49346,   1060,   907
029,2004,12,2004-12,  11845, 13.437,  5067,0,  53921,    492,  1244
030,2005,01,2005-01,  12076, 12.492,  5612,   7164,  52184,    185,  1341
031,2005,02,2005-02,  11841, 10.936,  5346,   9658,  47717,    155,  1191
032,2005,03,2005-03,   5301, 10.934,  5013,   6905,  45825,      0,   955
033,2005,04,2005-04,   5277, 10.597,  4711,  12117,  38419,      0,   859
034,2005,05,2005-05,   3585, 11.169,  3846,0,  42265,      0,   729
035,2005,06,2005-06,   8393, 12.155,  4158,0,  46423,      0,   798
036,2005,07,2005-07,  10010, 14.320,  4372,0,  50161,    634,   905
037,2005,08,2005-08,   9901, 15.136,  4719,0,  54804,     76,   973
038,2005,09,2005-09,   7446, 14.997,  4694,0,  55412,   4086,   966
039,2005,10,2005-10,   7678, 14.142,  4646,0,  55736,   4322,   956
040,2005,11,2005-11,  12578, 13.522,  4864,0,  60470,    130,   997
041,2005,12,2005-12,  11907, 13.274,  4969,0,  64432,   1007,  1081
042,2006,01,2006-01,  13457, 11.915,  5146,   8236,  59724,   1618,  1149
043,2006,02,2006-02,   8994, 11.411,  4625,   6526,  56505,   1318,  1085
044,2006,03,2006-03,   8920, 11.527,  4145,  15826,  43126,   1698,   995
045,2006,04,2006-04,   3879, 10.317,  3228,  12263,  34091,      0,   814
046,2006,05,2006-05,   4040, 11.121,  2492,0,  36579,      4,   652
047,2006,06,2006-06,   6461, 12.097,  2520,0,  39099,      0,   703
048,2006,07,2006-07,   7955, 14.309,  2768,0,  41859,      8,   822
049,2006,08,2006-08,   8221, 15.085,  2867,0,  43943,    783,   922
050,2006,09,2006-09,   8048, 14.829,  3127,0,  47014,     56,   968
051,2006,10,2006-10,   7426, 14.211,  3044,0,  47222,   2836,  1021
052,2006,11,2006-11,  10723, 13.664,  3358,0,  48268,   2312,   918
053,2006,12,2006-12,  11410, 13.536,  3726,0,  51830,    164,   890
054,2007,01,2007-01,  10336, 12.264,  4020,  15953,  39873,     24,  1048
055,2007,02,2007-02,   6922, 11.486,  3214,  12880,  30109,     98,   774
056,2007,03,2007-03,   4985, 10.976,  2419,   4901,  27624,      3,   598
057,2007,04,2007-04,   3299, 10.742,  2286,   7580,  22330,      0,   538
058,2007,05,2007-05,   3742, 11.337,  1892,0,  24221,      1,   425
059,2007,06,2007-06,   4647, 12.075,  2100,0,  26319,      2,   461
060,2007,07,2007-07,   5099, 13.888,  2310,0,  28566,     63,   521
061,2007,08,2007-08,   5558, 14.979,  2465,0,  31003,     28,   598
062,2007,09,2007-09,   3542, 14.760,  2596,0,  32155,   1444,   605
063,2007,10,2007-10,   9075, 13.887,  2756,0,  34911,      0,   649
064,2007,11,2007-11,   8519, 13.796,  2937,0,  36367,   1481,   646
065,2007,12,2007-12,   7975, 13.762,  3194,0,  39561,      0,   616
066,2008,01,2008-01,   8362, 12.357,  3418,  10389,  32526,     64,   738
067,2008,02,2008-02,   5021, 11.288,  2787,   6622,  28682,      9,   628
068,2008,03,2008-03,   4157, 11.491,  2475,   8587,  22569,      1,   586
069,2008,04,2008-04,   2213, 10.775,  1946,   6660,  17855,      0,   454
070,2008,05,2008-05,   1599, 11.482,  1530,0,  19377,      8,   373
071,2008,06,2008-06,   3286, 11.971,  1631,0,  20998,     10,   424
072,2008,07,2008-07,   3965, 14.353,  1703,0,  22699,      2,   452
073,2008,08,2008-08,   4001, 14.930,  1858,0,  24557,      0,   498
074,2008,09,2008-09,   2635, 14.450,  1978,0,  26535,      0,   545
075,2008,10,2008-10,   3694, 13.828,  2045,0,  28577,      3,   524
